Nom de la commune adhérente,Somme de Tarif zone tarifaire 1,Somme de DPT de la commune,Somme de Code INSEE de la commune adhérente,Somme de Identifiant SISPEA de la commune adhérente
Bioule,5.5,164,164036,68122
Bruniquel,5.5,164,164052,68138
Montricoux,5.5,164,164264,68350
Nègrepelisse,5.5,164,164268,68354
Saint-Etienne-de-Tulmont,5.5,164,164322,68408
Vaïssac,5.5,164,164368,68454
Saint-Maximin,5.49,128,129301,52036
Toulon,5.49,166,166274,68748
Angevillers,5.48,114,114044,44630
Auberville,5.48,28,28048,9658
Chaudenay,5.48,123,123238,49992
Fontoy,5.48,114,114452,45018
Havange,5.48,114,114610,45170
Lommerange,5.48,114,114822,45372
Loupiac,5.48,114,114402,47329
Tressange,5.48,114,115356,45886
La Bridoire,5.470000000000001,146,146116,61082
La Chapelle-Bâton,5.47,165,165125,67568
Creysse,5.46,70,70229,26964
Maresché,5.46,144,144372,60588
Rivières,5.46,127,127720,52005
Rouvres,5.45,42,42867,16737
Drocourt,5.4399999999999995,140,140479,57899
Ménétréol-sous-Sancerre,5.4399999999999995,36,36292,13592
Reilhac,5.43,61,61395,23720
Avesnes-en-Val,5.42,76,76049,31156
Bailly-en-Rivière,5.42,76,76054,31161
Baromesnil,5.42,76,76058,31165
Bazinval,5.42,76,76059,31166
Canehan,5.42,76,76155,31259
Cuverville-sur-Yères,5.42,76,76207,31311
Étalondes,5.42,76,76252,31355
Flocques,5.42,76,76266,31368
Foulayronnes,5.42,94,94200,36512
Fresnoy-Folny,5.42,76,76286,31388
Incheville,5.42,76,76374,31476
Lagorce,5.42,40,40344,15928
Layrac,5.42,94,94290,36600
Le Mesnil-Réaume,5.42,76,76435,31537
Les Ifs,5.42,76,76371,31473
Londinières,5.42,76,76392,31494
Longroy,5.42,76,76394,31496
Melleville,5.42,76,76422,31524
Millebosc,5.42,76,76438,31540
Pompignan,5.42,112,112342,46189
Puisenval,5.42,76,76512,31613
Saint-Martin-le-Gaillard,5.42,76,76619,31717
Saint-Ouen-sous-Bailly,5.42,76,76630,31728
Saint-Rémy-Boscrocourt,5.42,76,76644,31741
Sept-Meules,5.42,76,76671,31767
Touffreville-sur-Eu,5.42,76,76703,31798
Villy-sur-Yères,5.42,76,76745,31839
Wanchy-Capval,5.42,76,76749,31843
Rivarennes,5.41,73,73372,29516
Savignac,5.41,45,45771,18354
Sérignac,5.41,128,128485,52344
Noyers,5.4,134,134509,53784
Parisot,5.4,163,163339,68099
Thauvenay,5.4,36,36524,13824
Valherbasse,5.4,78,78630,781065
Azé,5.3935,112,112026,45949
Auvers-Saint-Georges,5.39,91,91038,36387
Chamarande,5.39,91,91132,36420
Chauffour-lès-Étréchy,5.39,91,91148,36425
Mauroux,5.39,78,78435,30996
Torfou,5.39,91,91619,36550
Beaumont-le-Hareng,5.38,76,76062,31168
Bellencombre,5.38,76,76070,31176
Bracquetuit,5.38,76,76138,31243
Chessy,5.38,146,146167,60716
Clion,5.38,53,53166,20789
Étaimpuis,5.38,76,76249,31352
Grigneuseville,5.38,76,76328,31430
La Crique,5.38,76,76193,31297
Lys,5.38,122,122513,50078
Montreuil-en-Caux,5.38,76,76449,31551
Rosay,5.38,76,76538,31639
Saint-Hellier,5.38,76,76588,31687
Azat-Châtenet,5.37,23,23014,8680
Lizières,5.37,23,23111,8775
Maisonnisses,5.37,23,23118,8782
Saint-Goussaud,5.37,23,23200,8861
Le Syndicat,5.369999999999999,176,176924,71502
L' Étoile,5.36,119,119513,48929
Mareuil-sur-Ourcq,5.36,60,60380,24365
Saint-Bernard,5.36,69,69420,28994
Sarcey,5.34,121,121632,49480
Théding,5.34,114,115338,45868
Courcelles-Epayelles,5.33,60,60168,24156
Dannemarie,5.33,93,93262,38049
La Chaussée,5.33,162,162242,66168
Vézac,5.33,39,39832,15235
Bailly,5.32,60,60043,24031
Beaujeu,5.32,73,73042,30577
La Pellerine,5.32,102,102414,39732
Rémilly,5.3100000000000005,115,115793,46084
Sainte-Foy,5.3100000000000005,161,161791,66419
Breux,5.31,55,55077,21602
Chauvency-le-Château,5.31,55,55109,21629
Chauvency-Saint-Hubert,5.31,55,55110,21630
Cressonsacq,5.31,60,60177,24165
Écouviez,5.31,55,55169,21678
Iré-le-Sec,5.31,55,55252,21744
Juvigny-sur-Loison,5.31,55,55262,21753
La Neuville-Roy,5.31,60,60456,24439
Montiers,5.31,60,60418,24402
Montmédy,5.31,55,55351,21829
Pronleroy,5.31,60,60515,24497
Thonne-la-Long,5.31,55,55508,21967
Thonne-les-Près,5.31,55,55510,21969
Verneuil-Petit,5.31,55,55547,22000
Villécloye,5.31,55,55554,22005
Billy-Berclau,5.300000000000001,124,124264,50632
Seytroux,5.300000000000001,148,148542,62090
Biguglia,5.29,,,14738
Folkling,5.29,114,114444,45012
Lambrey,5.29,70,70293,29269
Marcy,5.29,60,60615,24330
Prunet,5.29,22,22343,8225
Condamine,5.28,40,40274,16047
Saint-Blaise,5.28,80,80345,33341
Castillon-du-Gard,5.279999999999999,60,60146,23758
Ramecourt,5.27,150,151054,61525
Sainte-Terre,5.27,33,33485,13685
L' Épine,5.26,141,141362,56545
Présilly,5.26,113,113659,46916
Argueil,5.25,76,76025,31132
Beaubec-la-Rosière,5.25,76,76060,31167
Dampierre-en-Bray,5.25,76,76209,31313
Hodeng-Hodenger,5.25,76,76364,31466
La Ferté-Saint-Samson,5.25,76,76261,31363
La Hallotière,5.25,76,76338,31440
Mauquenchy,5.25,76,76420,31522
Mesnil-Mauger,5.25,76,76432,31534
Rouvray-Catillon,5.25,76,76544,31644
Sigy-en-Bray,5.25,76,76676,220989
Verfeil,5.25,113,113764,46963
Villennes-sur-Seine,5.24,156,157344,65246
Jouy,5.23,117,117410,47327
Amilly,5.220000000000001,73,73010,28612
Pannes,5.220000000000001,99,99663,39069
Saint-Pierre-du-Mont,5.220000000000001,98,98544,39616
Santenay,5.220000000000001,62,62816,24772
Bages,5.22,77,77035,31554
Guéhenno,5.22,56,56071,22104
Fontaine,5.210000000000001,138,138366,55113
Cernay,5.21,154,154110,63254
Contamine-sur-Arve,5.21,148,148174,61750
Trouville-la-Haule,5.21,27,27665,11086
Fons,5.2,76,76220,29841
Saint-Germer-de-Fly,5.2,60,60577,24559
Allonne,5.199999999999999,139,139016,56633
Chaumont,5.199999999999999,141,141214,56248
Montaigut-en-Combraille,5.199999999999999,126,126466,52626
Massy,5.191000000000001,167,167792,68001
Voigny,5.19,10,10440,3942
Balan,5.18,9,9070,3069
Beynes,5.18,82,82090,34251
Chevannes,5.18,180,180261,72345
Le Mesnil-Saint-Denis,5.18,156,156794,65042
Méreau,5.18,36,36296,13596
Rosoy,5.18,149,149873,60654
Esparron,5.17,119,119273,48705
Leulinghen-Bernes,5.17,62,62505,25681
Marquise,5.17,62,62560,25736
Rinxent,5.17,62,62711,25884
Wissant,5.17,62,62899,26071
Bourneville-Sainte-Croix,5.16,27,27107,220215
Étaules,5.16,38,38410,14164
Illange,5.16,114,114686,45244
Les Cabannes,5.16,90,90115,37014
Anché,5.15,123,123007,49528
Bonnes,5.15,102,102080,40676
La Ferté-Gaucher,5.15,77,77182,32029
Marçay,5.15,123,123289,49806
Montaud,5.15,72,72412,29121
Cuverville,5.140000000000001,90,90421,36318
Magné,5.140000000000001,165,165303,67734
Roye,5.140000000000001,150,151140,63001
Vouillé,5.140000000000001,165,165649,68033
Les Étangs,5.14,114,114400,44968
Champniers,5.12,102,102132,40727
Lisle,5.12,65,65359,25652
Aumont-en-Halatte,5.11,60,60028,24016
Pujols-sur-Ciron,5.11,33,33343,13548
Castres,5.109999999999999,83,83207,34626
Héry,5.109999999999999,147,147334,59163
Lisses,5.109999999999999,182,182680,72954
Saint-Pierre-du-Perray,5.109999999999999,182,183146,73074
Saintry-sur-Seine,5.109999999999999,182,183154,73076
Villabé,5.109999999999999,182,183318,73124
Aspach-le-Bas,5.1,136,136022,56670
Aspach-Michelbach,5.1,136,136024,440446
Burnhaupt-le-Bas,5.1,136,136118,56760
Burnhaupt-le-Haut,5.1,136,136120,56762
Escatalens,5.1,82,82052,34095
Froissy,5.1,60,60265,24252
Schweighouse-Thann,5.1,136,136604,57242
Bonnée,5.09,90,90078,35038
La Roche-Vineuse,5.09,142,142742,59806
Mérignac,5.09,49,49497,19474
Montcel,5.09,136,136399,56955
Bias,5.08,87,87070,34277
Doue,5.08,77,77162,32009
L' Île-d'Yeu,5.08,85,85113,34648
Lavalette,5.08,42,42484,16587
Talmontiers,5.08,60,60626,24605
Vougy,5.08,116,116650,48084
Celles-lès-Condé,5.07,2,2146,847
Condé-en-Brie,5.07,2,2209,909
Courboin,5.07,2,2223,923
Courtemont-Varennes,5.07,2,2228,928
Izel-les-Hameaux,5.07,62,62477,25654
Jaulgonne,5.07,2,2389,1084
La Neuveville-sous-Montfort,5.07,88,88325,35623
Palaminy,5.07,62,62812,25124
Trélou-sur-Marne,5.07,2,2748,1435
Beauchamp,5.0600000000000005,190,190102,73426
Bitschhoffen,5.0600000000000005,134,134096,55684
Eaubonne,5.0600000000000005,190,190406,73508
Engwiller,5.0600000000000005,134,134246,55830
Ermont,5.0600000000000005,190,190438,73524
Franconville,5.0600000000000005,190,190504,73532
Kindwiller,5.0600000000000005,134,134476,56044
Le Plessis-Bouchard,5.0600000000000005,190,190982,73668
Les Bordes,5.0600000000000005,152,152106,61576
Montigny-lès-Cormeilles,5.0600000000000005,190,190848,73624
Neuvy,5.0600000000000005,44,44360,18258
Richemont,5.0600000000000005,133,134109,54478
Saint-Leu-la-Forêt,5.0600000000000005,190,191126,73700
Sannois,5.0600000000000005,190,191164,73710
Schalkendorf,5.0600000000000005,134,134882,56420
Taverny,5.0600000000000005,190,191214,73724
Uhrwiller,5.0600000000000005,134,134996,56532
Val-de-Moder,5.0600000000000005,134,134744,521030
Val-Fouzon,5.06,72,72458,440800
Bayonville-sur-Mad,5.05,54,54055,20994
Cisai-Saint-Aubin,5.05,61,61108,24788
Croixrault,5.05,160,160454,66312
Le Vigan,5.05,76,76684,30304
Onville,5.05,54,54410,21344
Vandelainville,5.05,54,54544,21475
Villecey-sur-Mad,5.05,54,54570,21501
Arenthon,5.04,148,148036,61620
Verteillac,5.04,24,24573,9471
Angy,5.03,60,60015,24003
Bains-sur-Oust,5.03,35,35013,14110
Balagny-sur-Thérain,5.03,60,60044,24032
La Chapelle-de-Brain,5.03,35,35064,14158
Montesquieu,5.03,81,81354,32260
Renac,5.03,35,35237,14327
Saint-Front,5.03,59,59504,23261
Saint-Ganton,5.03,35,35268,14358
Sixt-sur-Aff,5.03,35,35328,14416
Saint-Palais,5.029999999999999,82,82722,33912
Lizio,5.02,56,56112,22144
Oeyreluy,5.02,80,80414,32514
Vouzeron,5.02,18,18290,6940
Besse,5.01,53,53309,20787
Cambron,5.01,80,80163,33093
Le Gua,5.01,55,55372,21505
Montboyer,5.01,16,16222,5990
Saint-Claude,5.01,1010,136602,52859
Albepierre-Bredons,5,30,30050,11076
Gastins,5,77,77201,32047
Lissac,5,52,52292,20471
Saint-Maur,5,75,75694,236309
Sorigny,5,37,37250,14942
Vinon,5,18,18287,6937
Genay,4.99,90,90569,36847
Laveissière,4.99,30,30202,11224
Le Bugue,4.99,24,24067,8990
Les Eyzies,4.99,24,24172,260398
Lézardrieux,4.99,22,22127,8414
Limeuil,4.99,24,24240,9153
Salviac,4.99,46,46297,18113
Gaujac,4.98,62,62267,24817
Neuil,4.98,37,37165,14860
Fontanès,4.9799999999999995,106,106312,42542
Péronne,4.9744,151,151965,63398
Estivareilles,4.970000000000001,45,45202,18393
Chartronges,4.97,77,77097,31946
Saint-Denis-lès-Rebais,4.97,77,77406,32245
Avrillé,4.96,134,134025,53226
Condé-en-Normandie,4.96,28,28348,440494
Lys-Haut-Layon,4.95,98,98746,440448
Vaulx-Vraucourt,4.95,62,62839,26012
Val d'Arcomie,4.949999999999999,45,45324,660546
Aspach,4.94,125,125044,50660
Lerm-et-Musset,4.94,33,33239,13448
Momères,4.94,65,65313,27405
Sigalens,4.94,33,33512,13711
Dampjoux,4.9399999999999995,50,50384,19316
Aulon,4.93,119,119080,48001
Dangeau,4.93,56,56254,493964
Marmagne,4.93,89,89420,36603
Ravilloles,4.93,78,78906,31858
Rix,4.93,97,97683,39181
Chamrousse,4.92,76,77134,31014
Lavardin,4.92,113,113270,46758
Lent,4.92,40,40503,16259
Rouvillers,4.92,60,60553,24535
Saint-Alban,4.92,53,53740,21177
Sainte-Eulalie,4.92,44,44737,17887
Bais,4.91,88,88030,34805
Paulhac,4.91,46,46555,18220
Rebais,4.91,77,77385,32224
Asnois,4.9,144,144028,57876
Jarzé Villages,4.9,98,98326,441146
Morannes sur Sarthe-Daumeray,4.9,98,98440,441452
Villenoy,4.9,154,155026,64692
Charmoy,4.890000000000001,160,160188,65542
Revel,4.890000000000001,69,69785,27894
Bannay,4.89,75,75068,29010
La Corne en Vexin,4.89,60,60209,260344
Ormoy-Villers,4.89,60,60479,24461
Sauchay,4.89,76,76665,31761
Bidos,4.88,128,128252,53348
Boissy-le-Cutté,4.88,91,91080,36397
Randevillers,4.88,25,25478,9927
Ennery,4.87,152,152404,59234
Loguivy-Plougras,4.87,22,22131,8417
Loireauxence,4.87,88,88426,440940
Vair-sur-Loire,4.87,88,88326,440596
Audrix,4.86,24,24015,8940
Creully sur Seulles,4.86,28,28400,441624
Rosoy-en-Multien,4.86,60,60548,24530
Saint-Éloi,4.86,59,59587,23863
Saint-Laurent-des-Hommes,4.86,24,24436,9340
Vyt-lès-Belvoir,4.86,25,25635,10077
Gagnac-sur-Cère,4.859999999999999,92,92234,35866
Prades,4.859999999999999,75,75381,31125
Saint-Martin-la-Pallu,4.859999999999999,172,172562,520650
Bangor,4.85,56,56009,22042
Coutevroult,4.85,154,154282,63978
Crécy-la-Chapelle,4.85,154,154284,63980
Fontain,4.85,50,50490,520678
Le Palais,4.85,56,56152,22184
Locmaria,4.85,56,56114,22146
Médan,4.85,156,156768,65032
Saint-Ouen-du-Tilleul,4.85,54,55164,22012
Sauzon,4.85,56,56241,22271
Vignely,4.85,154,154996,64668
Bretagne,4.84,180,180038,72590
Bèze,4.83,21,21071,7656
Givry,4.83,160,160411,65752
La Chapelle-Montlinard,4.83,18,18049,6699
La Romaine,4.83,210,211254,660243
Saint-Thibault,4.83,31,31939,12023
Vernouillet,4.83,106,107047,44119
Buc,4.82,168,168137,68704
Crespin,4.82,71,71245,27962
Vers,4.82,145,145868,61164
Bouilly,4.8100000000000005,61,61123,23254
Excideuil,4.81,24,24164,9082
Goussainville,4.81,123,123465,256866
Gy-les-Nonains,4.81,45,45165,17638
Clichy-sous-Bois,4.8,186,186028,73236
Coubron,4.8,186,186030,73238
Gagny,4.8,186,186064,73248
Gournay-sur-Marne,4.8,186,186066,73250
Le Raincy,4.8,186,186124,73278
Les Pavillons-sous-Bois,4.8,186,186114,73272
Livry-Gargan,4.8,186,186092,73256
Montfermeil,4.8,186,186094,73258
Neuilly-Plaisance,4.8,186,186098,73262
Neuilly-sur-Marne,4.8,186,186100,73264
Noisy-le-Grand,4.8,186,186102,73266
Rocamadour,4.8,46,46240,18056
Rosny-sous-Bois,4.8,186,186128,73282
Soudan,4.8,123,123515,50356
Vaujours,4.8,186,186148,73294
Villemomble,4.8,186,186154,73296
Crissey,4.79,110,110336,45366
Plainval,4.79,60,60495,24477
Saint-Germain-Laval,4.79,119,119639,49146
Sillé-le-Philippe,4.79,72,72335,30439
Vézelin-sur-Loire,4.79,126,126804,780984
Barentin,4.78,152,152114,62328
Bressey-sur-Tille,4.78,42,42210,15380
Goupillières,4.78,152,152622,62826
Nanteuil-lès-Meaux,4.78,154,154660,64348
Pavilly,4.78,152,152990,63192
Pontgibaud,4.78,63,63285,26365
Pouzols-Minervois,4.78,22,22592,8484
Roaix,4.78,84,84098,34489
Saint-Pierre-d'Entremont,4.779999999999999,134,134719,55861
Altillac,4.77,19,19007,6947
Astaillac,4.77,19,19012,6952
Beaulieu-sur-Dordogne,4.77,19,19019,260322
Bilhac,4.77,19,19026,6966
Chalmaison,4.77,77,77076,31926
Chenailler-Mascheix,4.77,19,19054,6994
Everly,4.77,77,77174,32021
Hauterive,4.77,64,64328,26525
L' Isle-Jourdain,4.77,118,118272,47839
La Chapelle-aux-Saints,4.77,19,19044,6984
Les Ormes-sur-Voulzie,4.77,77,77347,32189
Liourdres,4.77,19,19116,7056
Locquirec,4.77,29,29133,11650
Mars,4.77,49,49292,19337
Moulins,4.77,38,38388,15999
Nonards,4.77,19,19152,7092
Puy-d'Arnac,4.77,19,19169,7109
Queyssac-les-Vignes,4.77,19,19170,7110
Savy-Berlette,4.77,62,62785,25958
Sioniac,4.77,19,19260,7198
Tudeils,4.77,19,19271,7208
Végennes,4.77,19,19280,7217
Villiers-Saint-Georges,4.77,77,77519,32352
Aubigné,4.76,114,114025,46750
Bonneuil-les-Eaux,4.76,60,60082,24070
Bury,4.76,60,60116,24104
Mouy,4.76,60,60439,24422
Rochefort,4.76,90,90513,37152
Vacqueyras,4.76,168,168272,69054
Ambleteuse,4.75,62,62025,25211
Amy,4.75,60,60011,23999
Cuzieu,4.75,43,43222,17166
Les Forges,4.75,167,167302,68220
Saint-Erblon,4.75,88,88480,35237
Tincques,4.75,62,62820,25993
Tricot,4.75,60,60643,24622
Villette,4.75,132,133259,54138
Camon,4.74,89,89238,36348
Trie-la-Ville,4.74,60,60645,24624
Véranne,4.74,84,84652,33976
Andrésy,4.73,156,156030,64750
Antheuil-Portes,4.73,60,60019,24007
Bassing,4.73,57,57053,22345
Chanteloup-les-Vignes,4.73,156,156276,64834
Lantignié,4.73,69,69109,28809
Marchampt,4.73,69,69124,28824
Port-Louis,4.73,1027,153303,59117
Quincié-en-Beaujolais,4.73,69,69162,28862
Régnié-Durette,4.73,69,69165,28865
Roinville,4.73,119,119842,47944
Kalhausen,4.720000000000001,114,114710,45268
Choisy-au-Bac,4.72,120,120302,48278
Charleval,4.71,40,40175,15305
Clairoix,4.71,120,120312,48288
Eynesse,4.71,33,33160,13370
La Roquille,4.71,33,33360,13565
Les Lèves-et-Thoumeyragues,4.71,33,33242,13451
Lesches,4.71,154,154496,64186
Margueron,4.71,33,33269,13477
Morillon,4.71,74,74190,30972
Passy,4.71,163,163499,67083
Pellegrue,4.71,33,33316,13522
Pineuilh,4.71,33,33324,13530
Port-Sainte-Foy-et-Ponchapt,4.71,24,24335,9243
Rampillon,4.71,77,77383,32222
Rezonville-Vionville,4.71,114,115156,521020
Saint-André-et-Appelles,4.71,33,33369,13573
Saint-Aubin-de-Bonneval,4.71,61,61366,25040
Saint-Avit-Saint-Nazaire,4.71,33,33378,13582
Sainte-Foy-la-Grande,4.71,33,33402,13606
Saint-Philippe-du-Seignal,4.71,33,33462,13663
Samoëns,4.71,74,74258,31032
Serqueux,4.71,128,129142,52382
Sixt-Fer-à-Cheval,4.71,74,74273,31047
Verchaix,4.71,74,74294,31067
Villiers-sur-Morin,4.71,154,155042,64708
Abbecourt,4.7,60,60002,23990
Aiglun,4.7,10,10002,4059
Berthecourt,4.7,60,60065,24053
Boran-sur-Oise,4.7,60,60086,24074
Chambly,4.7,60,60139,24127
Crézancy,4.7,2,2239,939
Douzillac,4.7,24,24157,9075
Hondainville,4.7,60,60317,24303
Lachapelle-Saint-Pierre,4.7,60,60334,24320
Mézy-Moulins,4.7,2,2484,1176
Monestier,4.7,31,31436,11721
Mortefontaine-en-Thelle,4.7,60,60433,24416
Novillers,4.7,60,60469,24451
Poincy,4.7,154,154738,64418
Sisteron,4.7,8,8418,4028
Thury-sous-Clermont,4.7,60,60638,24617
Ully-Saint-Georges,4.7,60,60651,24630
Vaas,4.7,72,72364,30468
Villers-Saint-Sépulcre,4.7,60,60685,24664
Clessé,4.699999999999999,150,150229,62382
Vrigny,4.699999999999999,96,97004,38055
Braux,4.69,25,25133,9551
Flammerans,4.69,21,21269,7851
Langoiran,4.69,33,33226,13435
Le Tourne,4.69,33,33534,13733
Lestiac-sur-Garonne,4.69,33,33241,13450
Luneray,4.69,76,76400,31502
Montmirail,4.69,123,123588,50299
Paillet,4.69,33,33311,13518
Tabanac,4.69,33,33518,13717
Valgelon-La Rochette,4.6899999999999995,146,146430,521198
Boubiers,4.68,60,60089,24077
Castillon-la-Bataille,4.68,33,33108,13319
Châtel-Guyon,4.68,126,126206,52368
Conques-sur-Orbiel,4.68,22,22198,8092
Frouzins,4.68,62,62406,24722
La Rochette,4.68,86,86683,36364
Labarthe-sur-Lèze,4.68,62,62496,24810
Labastidette,4.68,62,62506,24820
Lagardelle-sur-Lèze,4.68,62,62526,24838
Lamasquère,4.68,62,62538,24850
Les Artigues-de-Lussac,4.68,33,33014,13226
Les Plans,4.68,64,64402,25960
Lussac,4.68,33,33261,13470
Néac,4.68,33,33302,13509
Pinsaguel,4.68,62,62840,25152
Pomerol,4.68,33,33328,13534
Pradelles,4.68,102,102623,40945
Puisseguin,4.68,33,33342,13547
Roques,4.68,62,62916,25228
Roquettes,4.68,62,62920,25232
Saint-Christophe-des-Bardes,4.68,33,33384,13588
Saint-Clar-de-Rivière,4.68,62,62950,25262
Saint-Émilion,4.68,33,33394,13598
Saint-Georges-de-la-Couée,4.68,72,72279,30384
Saint-Lager,4.68,138,138436,57836
Saint-Magne-de-Castillon,4.68,33,33437,13639
Saint-Philippe-d'Aiguille,4.68,33,33461,13662
Saint-Sulpice-de-Faleyrens,4.68,33,33480,13680
Seysses,4.68,62,63094,25406
Venerque,4.68,62,63144,25456
Vernet,4.68,62,63148,25460
Vignonet,4.68,33,33546,13745
Eaucourt-sur-Somme,4.67,80,80262,33188
Érondelle,4.67,80,80282,33207
La Roche-Blanche,4.67,107,107524,43862
Liercourt,4.67,80,80476,33388
Pont-Remy,4.67,80,80635,33536
Saint-Martin-du-Fouilloux,4.67,128,128584,51817
Saint-Pé-de-Bigorre,4.67,65,65395,27486
Westhouse,4.67,134,135052,56586
Beaurains-lès-Noyon,4.66,60,60055,24043
Berlancourt,4.66,60,60062,24050
Bussy,4.66,60,60117,24105
Cesson,4.66,154,154134,63836
Crisolles,4.66,60,60181,24169
Cuigy-en-Bray,4.66,60,60187,24175
Espaubourg,4.66,60,60220,24207
Genvry,4.66,60,60270,24256
Guiscard,4.66,60,60291,24277
Lachapelle-aux-Pots,4.66,60,60333,24319
Le Coudray-Saint-Germer,4.66,60,60164,24152
Muirancourt,4.66,60,60443,24426
Ons-en-Bray,4.66,60,60477,24459
Porquéricourt,4.66,60,60511,24493
Saint-Aubin-en-Bray,4.66,60,60567,24549
Sainte-Reine,4.66,143,143748,60178
Sérifontaine,4.66,60,60616,24595
Vauchelles,4.66,60,60657,24636
Villers-Saint-Barthélemy,4.66,60,60681,24660
Grazac,4.65,112,112337,46212
Lux,4.65,102,102579,42268
Morlincourt,4.65,120,120862,48828
Pernois,4.65,80,80619,33520
Salleboeuf,4.65,33,33496,13696
Sorbey,4.65,112,113151,44876
Le Noyer,4.640000000000001,96,96455,39613
Sornay,4.640000000000001,141,142022,59510
Surbourg,4.640000000000001,134,134974,56510
Barville,4.64,61,61026,24706
Bengy-sur-Craon,4.64,18,18027,6677
Bonnebosq,4.64,14,14083,4883
Choisy-en-Brie,4.64,77,77116,31964
Coulonges-sur-Sarthe,4.64,61,61126,24805
Laleu,4.64,61,61215,24892
Le Mêle-sur-Sarthe,4.64,61,61258,24934
Marchemaisons,4.64,61,61251,24928
Plougasnou,4.64,29,29188,11701
Saint-Aubin-d'Appenai,4.64,61,61365,25039
Sainte-Scolasse-sur-Sarthe,4.64,61,61454,25128
Saint-Jean-du-Doigt,4.64,29,29251,11759
Saint-Julien-sur-Sarthe,4.64,61,61412,25086
Saint-Léger-sur-Sarthe,4.64,61,61415,25089
Carrières-sous-Poissy,4.630000000000001,156,156246,64822
Houssay,4.63,94,94219,37272
Larroque,4.63,112,112412,46286
Villiers-le-Sec,4.63,110,110845,43997
Diant,4.62,154,154316,64012
Epfig,4.62,134,134250,55834
Saint-Flour,4.62,78,78530,32117
Vieux,4.62,95,96063,39530
Ormes,4.619999999999999,96,96653,37722
Amance,4.61,124,124024,49958
Fontcouverte-la-Toussuire,4.61,73,73116,30596
Villarembert,4.61,73,73318,30783
Auteuil,4.6,138,138064,56399
Champagnat,4.6,94,94127,38331
Saint-Mars-du-Désert,4.6,97,97415,38338
Selles,4.6,97,98105,40488
Sissonne,4.6,2,2720,1407
Busque,4.59,162,162086,67524
Hammeville,4.59,108,108494,42372
Berneuil-sur-Aisne,4.58,60,60064,24052
Couloisy,4.58,60,60167,24155
Cuise-la-Motte,4.58,60,60188,24176
Cuy-Saint-Fiacre,4.58,76,76208,31312
Doudeauville,4.58,76,76218,31322
Gancourt-Saint-Étienne,4.58,76,76297,31399
Maizilly,4.58,42,42131,16801
Molagnies,4.58,76,76440,31542
Nizas,4.58,66,66479,26977
Saint-Étienne-Roilaye,4.58,60,60572,24554
Saint-Martin-du-Tertre,4.58,184,184920,73004
Trosly-Breuil,4.58,60,60647,24626
Noé,4.577,120,120677,48636
Belleherbe,4.57,25,25051,9531
Bernardvillé,4.57,134,134064,55654
Blienschwiller,4.57,134,134102,55690
Bressolles,4.57,4,4102,1902
Dambach-la-Ville,4.57,134,134168,55754
Itterswiller,4.57,134,134454,56022
Nothalten,4.57,134,134674,56224
